date,title,location,surface,surfaceType,dollar,opp1,opp1_url,opp2,opp2_url,winner,opp1_set1,opp2_set1,opp1_set2,opp2_set2,opp1_set3,opp2_set3,opp1_set4,opp2_set4,opp1_set5,opp2_set5,match_link,opp1_aces_match,opp1_double_faults_match,opp1_first_serve_perentage_match,opp1_first_serve_points_won_match,opp1_second_serve_points_won_match,opp1_break_points_saved_match,opp1_service_games_played_match,opp1_first_serve_return_points_won_match,opp1_second_serve_return_points_won_match,opp1_break_points_converted_match,opp1_return_games_played_match,opp1_total_service_points_won_match,opp1_total_return_points_won_match,opp1_total_points_won_match,opp2_aces_match,opp2_double_faults_match,opp2_first_serve_perentage_match,opp2_first_serve_points_won_match,opp2_second_serve_points_won_match,opp2_break_points_saved_match,opp2_service_games_played_match,opp2_first_serve_return_points_won_match,opp2_second_serve_return_points_won_match,opp2_break_points_converted_match,opp2_return_games_played_match,opp2_total_service_points_won_match,opp2_total_return_points_won_match,opp2_total_points_won_match,opp1_rank,opp1_age,opp1_year_pro,opp1_weight,opp1_height,opp1_hand,opp1_first_serve,opp1_first_serve_points_won,opp1_second_serve_points_won,opp1_break_points_saved,opp1_service_points_won,opp1_total_service_points_won,opp1_first_serve_return_points_won,opp1_second_serve_return_points_won,opp1_break_points_converted,opp1_return_games_won,opp1_return_points_won,opp1_total_points_won,opp1_overall_ytd,opp1_grandslams_ytd,opp1_atpworld_ytd,opp1_tiebreaks_ytd,opp1_vs_top_10_ytd,opp1_finals_ytd,opp1_deciding_set_ytd,opp1_fifth_set_record_ytd,opp1_clay_ytd,opp1_grass_ytd,opp1_hard_ytd,opp1_carpet_ytd,opp1_indoor_ytd,opp1_outdoor_ytd,opp1_after_winning_first_set_ytd,opp1_after_losing_first_set_ytd,opp1_vs_right_handers_ytd,opp1_vs_left_handers_ytd,opp1_overall_career,opp1_grandslams_career,opp1_atpworld_career,opp1_tiebreaks_career,opp1_vs_top_10_career,opp1_finals_career,opp1_deciding_set_career,opp1_fifth_set_record_career,opp1_clay_career,opp1_grass_career,opp1_hard_career,opp1_carpet_career,opp1_indoor_career,opp1_outdoor_career,opp1_after_winning_first_set_career,opp1_after_losing_first_set_career,opp1_vs_right_handers_career,opp1_vs_left_handers_career,opp2_rank,opp2_age,opp2_year_pro,opp2_weight,opp2_height,opp2_hand,opp2_first_serve,opp2_first_serve_points_won,opp2_second_serve_points_won,opp2_break_points_saved,opp2_service_points_won,opp2_total_service_points_won,opp2_first_serve_return_points_won,opp2_second_serve_return_points_won,opp2_break_points_converted,opp2_return_games_won,opp2_return_points_won,opp2_total_points_won,opp2_overall_ytd,opp2_grandslams_ytd,opp2_atpworld_ytd,opp2_tiebreaks_ytd,opp2_vs_top_10_ytd,opp2_finals_ytd,opp2_deciding_set_ytd,opp2_fifth_set_record_ytd,opp2_clay_ytd,opp2_grass_ytd,opp2_hard_ytd,opp2_carpet_ytd,opp2_indoor_ytd,opp2_outdoor_ytd,opp2_after_winning_first_set_ytd,opp2_after_losing_first_set_ytd,opp2_vs_right_handers_ytd,opp2_vs_left_handers_ytd,opp2_overall_career,opp2_grandslams_career,opp2_atpworld_career,opp2_tiebreaks_career,opp2_vs_top_10_career,opp2_finals_career,opp2_deciding_set_career,opp2_fifth_set_record_career,opp2_clay_career,opp2_grass_career,opp2_hard_career,opp2_carpet_career,opp2_indoor_career,opp2_outdoor_career,opp2_after_winning_first_set_career,opp2_after_losing_first_set_career,opp2_vs_right_handers_career,opp2_vs_left_handers_career
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Grigor Dimitrov,/en/players/grigor-dimitrov/d875/overview,Steve Johnson,/en/players/steve-johnson/j386/overview,1,7,6,6,2,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/D875/J386/live/MS007/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,2008,(80kg),(191cm),"Right-Handed, One-Handed Backhand",64%,72%,52%,60%,81%,65%,31%,48%,37%,22%,38%,51%,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.600,0.569,0.592,0.545,0.258,0.500,0.624,0.500,0.605,0.596,0.596,1.000,0.603,0.599,0.840,0.290,0.585,0.660,30,27,2012,(86kg),(188cm),"Right-Handed, Two-Handed Backhand",61%,75%,54%,71%,85%,67%,26%,45%,33%,18%,33%,50%,0.600,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,0.000,0.000,0.600,1.000,0.000,0.600,0.000,0.497,0.438,0.412,0.466,0.111,0.500,0.542,0.400,0.320,0.581,0.511,0.000,0.522,0.494,0.806,0.204,0.485,0.591
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Kevin Anderson,/en/players/kevin-anderson/a678/overview,Andy Murray,/en/players/andy-murray/mc10/overview,2,3,6,2,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/MC10/A678/live/MS008/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,30,2007,(89kg),(203cm),"Right-Handed, Two-Handed Backhand",59%,77%,52%,66%,85%,67%,23%,47%,32%,14%,32%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.570,0.587,0.521,0.533,0.180,0.273,0.540,0.563,0.506,0.553,0.590,0.000,0.544,0.575,0.833,0.278,0.543,0.692,1,29,2005,(84kg),(191cm),"Right-Handed, Two-Handed Backhand",60%,76%,54%,66%,85%,67%,34%,56%,45%,37%,42%,55%,0.800,0.000,0.000,1.000,0.500,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.800,1.000,0.000,0.750,1.000,0.784,0.815,0.734,0.631,0.556,0.667,0.702,0.719,0.705,0.857,0.788,0.778,0.785,0.783,0.932,0.416,0.782,0.788
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Grigor Dimitrov,/en/players/grigor-dimitrov/d875/overview,Stan Wawrinka,/en/players/stan-wawrinka/w367/overview,1,6,4,6,4,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/D875/W367/live/MS015/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,2008,(80kg),(191cm),"Right-Handed, One-Handed Backhand",64%,72%,52%,60%,81%,65%,31%,48%,37%,22%,38%,51%,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.600,0.569,0.592,0.545,0.258,0.500,0.624,0.500,0.605,0.596,0.596,1.000,0.603,0.599,0.840,0.290,0.585,0.660,4,31,2002,(81kg),(183cm),"Right-Handed, One-Handed Backhand",58%,75%,56%,68%,86%,67%,29%,50%,39%,23%,38%,52%,0.667,0.000,0.000,0.333,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,1.000,0.500,0.667,0.000,0.636,0.730,0.592,0.514,0.359,0.600,0.585,0.558,0.671,0.529,0.635,0.462,0.551,0.658,0.844,0.338,0.640,0.609
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Rafael Nadal,/en/players/rafael-nadal/n409/overview,Borna Coric,/en/players/borna-coric/cg80/overview,2,1,6,3,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/CG80/N409/live/MS013/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,2001,(85kg),(185cm),"Left-Handed, Two-Handed Backhand",70%,69%,54%,70%,81%,64%,35%,56%,45%,41%,44%,55%,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,0.667,0.000,0.500,1.000,0.822,0.868,0.819,0.604,0.645,0.683,0.680,0.680,0.915,0.773,0.764,0.250,0.682,0.840,0.944,0.427,0.817,0.865,59,20,2013,(79kg),(185cm),"Right-Handed, Two-Handed Backhand",63%,70%,55%,54%,77%,64%,27%,50%,35%,20%,36%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.474,0.400,0.462,0.600,0.200,0.000,0.526,0.500,0.537,0.286,0.456,0.000,0.381,0.495,0.789,0.169,0.454,0.579
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Kei Nishikori,/en/players/kei-nishikori/n552/overview,Bernard Tomic,/en/players/bernard-tomic/ta46/overview,2,6,7,6,7,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/TA46/N552/live/MS009/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,2007,(75kg),(178cm),"Right-Handed, Two-Handed Backhand",61%,72%,55%,67%,83%,66%,31%,54%,43%,30%,40%,53%,0.750,0.000,0.000,1.000,1.000,0.000,0.500,0.000,0.000,0.000,0.750,0.000,0.000,0.750,1.000,0.500,0.750,0.000,0.680,0.682,0.643,0.591,0.376,0.524,0.769,0.737,0.718,0.596,0.682,1.000,0.709,0.673,0.908,0.364,0.679,0.691,27,24,2008,(91kg),(196cm),"Right-Handed, Two-Handed Backhand",66%,73%,48%,65%,83%,65%,26%,49%,39%,18%,35%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.532,0.578,0.441,0.541,0.186,0.600,0.538,0.727,0.354,0.560,0.567,0.000,0.513,0.535,0.794,0.230,0.516,0.590
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Marin Cilic,/en/players/marin-cilic/c977/overview,Tomas Berdych,/en/players/tomas-berdych/ba47/overview,1,6,3,4,6,6,4,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/C977/BA47/live/MS012/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,2005,(89kg),(198cm),"Right-Handed, Two-Handed Backhand",55%,80%,55%,63%,87%,68%,29%,50%,38%,23%,37%,52%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.650,0.709,0.526,0.529,0.292,0.593,0.614,0.667,0.597,0.676,0.670,0.444,0.685,0.638,0.866,0.294,0.633,0.767,10,31,2002,(91kg),(196cm),"Right-Handed, Two-Handed Backhand",57%,78%,51%,64%,85%,67%,29%,50%,39%,22%,37%,52%,0.750,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.750,0.000,0.000,0.750,1.000,0.000,0.500,1.000,0.658,0.714,0.630,0.549,0.293,0.433,0.585,0.714,0.646,0.699,0.657,0.600,0.609,0.672,0.875,0.259,0.656,0.667
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Steve Johnson,/en/players/steve-johnson/j386/overview,Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,1,6,3,7,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/J386/T786/live/MS014/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,2012,(86kg),(188cm),"Right-Handed, Two-Handed Backhand",61%,75%,54%,71%,85%,67%,26%,45%,33%,18%,33%,50%,0.600,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,0.000,0.000,0.600,1.000,0.000,0.600,0.000,0.497,0.438,0.412,0.466,0.111,0.500,0.542,0.400,0.320,0.581,0.511,0.000,0.522,0.494,0.806,0.204,0.485,0.591,12,31,2004,(91kg),(188cm),"Right-Handed, Two-Handed Backhand",60%,78%,52%,69%,88%,68%,28%,48%,35%,21%,36%,52%,0.667,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,1.000,0.000,0.667,0.000,0.683,0.755,0.636,0.578,0.342,0.522,0.644,0.625,0.642,0.710,0.689,0.800,0.699,0.677,0.885,0.343,0.673,0.754
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Gael Monfils,/en/players/gael-monfils/mc65/overview,Dominic Thiem,/en/players/dominic-thiem/tb69/overview,2,0,0,0,0,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/MC10/MA21/live/MS016/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,2004,(80kg),(193cm),"Right-Handed, Two-Handed Backhand",64%,75%,53%,62%,83%,67%,32%,52%,46%,30%,39%,54%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.642,0.678,0.565,0.590,0.302,0.240,0.567,0.556,0.636,0.592,0.650,0.714,0.665,0.634,0.880,0.261,0.643,0.629,8,23,2011,(82kg),(185cm),"Right-Handed, One-Handed Backhand",62%,74%,54%,60%,83%,66%,31%,50%,40%,24%,38%,52%,0.500,0.000,0.000,0.500,0.000,0.000,0.333,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.500,0.500,0.000,0.596,0.625,0.521,0.510,0.250,0.700,0.618,0.600,0.702,0.529,0.523,0.000,0.500,0.619,0.855,0.306,0.607,0.533
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Juan Monaco,/en/players/juan-monaco/ma21/overview,Andy Murray,/en/players/andy-murray/mc10/overview,2,3,6,2,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/W367/DC58/live/MS031/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,2002,(81kg),(185cm),"Right-Handed, Two-Handed Backhand",74%,64%,54%,59%,74%,61%,32%,53%,40%,30%,41%,51%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.561,0.413,0.526,0.474,0.263,0.450,0.505,0.357,0.628,0.389,0.464,0.333,0.470,0.572,0.840,0.181,0.564,0.543,1,29,2005,(84kg),(191cm),"Right-Handed, Two-Handed Backhand",60%,76%,54%,66%,85%,67%,34%,56%,45%,37%,42%,55%,0.800,0.000,0.000,1.000,0.500,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.800,1.000,0.000,0.750,1.000,0.784,0.815,0.734,0.631,0.556,0.667,0.702,0.719,0.705,0.857,0.788,0.778,0.785,0.783,0.932,0.416,0.782,0.788
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Jared Donaldson,/en/players/jared-donaldson/dc58/overview,Stan Wawrinka,/en/players/stan-wawrinka/w367/overview,2,6,2,3,6,4,6,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/N409/C882/live/MS027/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,20,2014,(75kg),(188cm),"Right-Handed, Two-Handed Backhand",51%,73%,51%,53%,75%,62%,26%,50%,45%,22%,37%,49%,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.000,0.000,1.000,0.375,0.400,0.444,0.250,0.000,0.000,0.455,0.000,0.000,0.250,0.393,0.000,0.333,0.379,0.643,0.167,0.375,0.375,4,31,2002,(81kg),(183cm),"Right-Handed, One-Handed Backhand",58%,75%,56%,68%,86%,67%,29%,50%,39%,23%,38%,52%,0.667,0.000,0.000,0.333,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,1.000,0.500,0.667,0.000,0.636,0.730,0.592,0.514,0.359,0.600,0.585,0.558,0.671,0.529,0.635,0.462,0.551,0.658,0.844,0.338,0.640,0.609
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Rafael Nadal,/en/players/rafael-nadal/n409/overview,Pablo Cuevas,/en/players/pablo-cuevas/c882/overview,1,6,1,7,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/R975/I186/live/MS020/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,2001,(85kg),(185cm),"Left-Handed, Two-Handed Backhand",70%,69%,54%,70%,81%,64%,35%,56%,45%,41%,44%,55%,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,0.667,0.000,0.500,1.000,0.822,0.868,0.819,0.604,0.645,0.683,0.680,0.680,0.915,0.773,0.764,0.250,0.682,0.840,0.944,0.427,0.817,0.865,22,31,2004,(80kg),(180cm),"Right-Handed, One-Handed Backhand",61%,75%,55%,68%,84%,67%,28%,49%,38%,21%,36%,52%,0.500,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,1.000,0.000,1.000,0.000,0.541,0.343,0.333,0.586,0.231,0.625,0.484,0.308,0.614,0.462,0.427,0.500,0.571,0.536,0.825,0.201,0.513,0.596
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",John Isner,/en/players/john-isner/i186/overview,Milos Raonic,/en/players/milos-raonic/r975/overview,2,6,7,6,7,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/N552/Y061/live/MS019/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,2007,(108kg),(208cm),"Right-Handed, Two-Handed Backhand",69%,82%,55%,69%,93%,74%,23%,42%,32%,11%,30%,52%,0.500,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.500,1.000,0.000,0.500,0.000,0.618,0.618,0.580,0.623,0.261,0.455,0.575,0.318,0.524,0.635,0.642,0.000,0.538,0.632,0.837,0.304,0.619,0.610,3,26,2008,(98kg),(196cm),"Right-Handed, Two-Handed Backhand",64%,80%,55%,69%,91%,71%,28%,49%,35%,18%,36%,53%,0.667,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,1.000,0.500,0.500,1.000,0.683,0.716,0.634,0.614,0.342,0.421,0.615,0.615,0.620,0.651,0.708,0.000,0.706,0.677,0.863,0.286,0.701,0.553
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Mikhail Youzhny,/en/players/mikhail-youzhny/y061/overview,Kei Nishikori,/en/players/kei-nishikori/n552/overview,2,3,6,2,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/BA47/G710/live/MS024/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,34,1999,(73kg),(183cm),"Right-Handed, One-Handed Backhand",60%,67%,51%,61%,75%,61%,28%,53%,38%,24%,38%,50%,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,0.667,0.000,0.667,0.000,0.561,0.623,0.425,0.517,0.267,0.476,0.534,0.583,0.526,0.602,0.564,0.623,0.614,0.542,0.823,0.242,0.566,0.514,5,27,2007,(75kg),(178cm),"Right-Handed, Two-Handed Backhand",61%,72%,55%,67%,83%,66%,31%,54%,43%,30%,40%,53%,0.750,0.000,0.000,1.000,1.000,0.000,0.500,0.000,0.000,0.000,0.750,0.000,0.000,0.750,1.000,0.500,0.750,0.000,0.680,0.682,0.643,0.591,0.376,0.524,0.769,0.737,0.718,0.596,0.682,1.000,0.709,0.673,0.908,0.364,0.679,0.691
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Marcel Granollers,/en/players/marcel-granollers/g710/overview,Tomas Berdych,/en/players/tomas-berdych/ba47/overview,2,3,6,6,7,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/T786/O522/live/MS028/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,2003,(77kg),(191cm),"Right-Handed, Two-Handed Backhand",63%,69%,52%,60%,77%,63%,31%,48%,41%,22%,38%,50%,0.500,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,1.000,0.500,0.000,0.460,0.486,0.384,0.440,0.154,0.571,0.544,0.688,0.490,0.370,0.441,0.000,0.433,0.465,0.780,0.147,0.429,0.696,10,31,2002,(91kg),(196cm),"Right-Handed, Two-Handed Backhand",57%,78%,51%,64%,85%,67%,29%,50%,39%,22%,37%,52%,0.750,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.750,0.000,0.000,0.750,1.000,0.000,0.500,1.000,0.658,0.714,0.630,0.549,0.293,0.433,0.585,0.714,0.646,0.699,0.657,0.600,0.609,0.672,0.875,0.259,0.656,0.667
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Jo-Wilfried Tsonga,/en/players/jo-wilfried-tsonga/t786/overview,Reilly Opelka,/en/players/reilly-opelka/o522/overview,1,7,6,7,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/TB69/MH30/live/MS023/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,2004,(91kg),(188cm),"Right-Handed, Two-Handed Backhand",60%,78%,52%,69%,88%,68%,28%,48%,35%,21%,36%,52%,0.667,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.667,0.000,0.000,0.667,1.000,0.000,0.667,0.000,0.683,0.755,0.636,0.578,0.342,0.522,0.644,0.625,0.642,0.710,0.689,0.800,0.699,0.677,0.885,0.343,0.673,0.754,208,19,2015,(100kg),(211cm),"Right-Handed, Two-Handed Backhand",58%,79%,60%,79%,93%,71%,17%,44%,24%,7%,28%,49%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.462,0.000,0.000,0.500,0.000,0.000,0.000,0.556,0.000,0.000,0.500,0.600,0.400,0.500,0.500
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Dominic Thiem,/en/players/dominic-thiem/tb69/overview,John Millman,/en/players/john-millman/mh30/overview,1,7,5,6,1,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/MC65/B837/live/MS022/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,2011,(82kg),(185cm),"Right-Handed, One-Handed Backhand",62%,74%,54%,60%,83%,66%,31%,50%,40%,24%,38%,52%,0.500,0.000,0.000,0.500,0.000,0.000,0.333,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.500,0.500,0.500,0.000,0.596,0.625,0.521,0.510,0.250,0.700,0.618,0.600,0.702,0.529,0.523,0.000,0.500,0.619,0.855,0.306,0.607,0.533,84,27,2006,(79kg),(183cm),"Right-Handed, Two-Handed Backhand",64%,67%,55%,54%,76%,62%,29%,49%,45%,25%,37%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.413,0.385,0.429,0.348,0.000,0.000,0.480,0.400,0.000,0.556,0.404,0.000,0.500,0.400,0.773,0.220,0.368,0.833
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",Marcos Baghdatis,/en/players/marcos-baghdatis/b837/overview,Gael Monfils,/en/players/gael-monfils/mc65/overview,2,5,7,0,6,0,0,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/TA46/GB88/live/MS018/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,2003,(82kg),(178cm),"Right-Handed, Two-Handed Backhand",52%,74%,53%,59%,79%,64%,29%,50%,42%,22%,37%,50%,0.600,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,0.000,0.000,0.600,1.000,0.333,0.333,1.000,0.570,0.575,0.438,0.558,0.292,0.308,0.491,0.636,0.463,0.598,0.577,0.846,0.621,0.554,0.819,0.232,0.555,0.615,6,30,2004,(80kg),(193cm),"Right-Handed, Two-Handed Backhand",64%,75%,53%,62%,83%,67%,32%,52%,46%,30%,39%,54%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.642,0.678,0.565,0.590,0.302,0.240,0.567,0.556,0.636,0.592,0.650,0.714,0.665,0.634,0.880,0.261,0.643,0.629
2016.08.14,ATP World Tour Masters 1000 Cincinnati,"Cincinnati, United States",Outdoor,Hard,"$5,004,505",David Goffin,/en/players/david-goffin/gb88/overview,Bernard Tomic,/en/players/bernard-tomic/ta46/overview,2,6,3,5,7,4,6,0,0,0,0,/en/tournaments/western--southern-open/422/2016/match-stats/C977/V306/live/MS025/match-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,2009,(68kg),(180cm),"Right-Handed, Two-Handed Backhand",59%,71%,50%,62%,78%,63%,32%,54%,43%,31%,41%,52%,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,1.000,0.000,1.000,0.000,0.577,0.581,0.576,0.465,0.111,0.333,0.588,0.636,0.587,0.500,0.586,0.000,0.629,0.559,0.872,0.276,0.556,0.675,27,24,2008,(91kg),(196cm),"Right-Handed, Two-Handed Backhand",66%,73%,48%,65%,83%,65%,26%,49%,39%,18%,35%,50%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.532,0.578,0.441,0.541,0.186,0.600,0.538,0.727,0.354,0.560,0.567,0.000,0.513,0.535,0.794,0.230,0.516,0.590
